title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
The Hidden Fortress,movie,"Adventure, Drama",1958,tt0051808,8,44254,
Point Break,movie,"Action, Crime, Thriller",1991,tt0102685,7.3,215175,
The Third Man,movie,"Drama, Film-Noir, Mystery",1949,tt0041959,8.1,190557,
The Wind that Shakes the Barley,movie,"Drama, War",2006,tt0460989,7.5,57134,
Catch a Fire,movie,"Biography, Drama, History",2006,tt0437232,6.7,11206,
Dreamgirls,movie,"Drama, Musical",2006,tt0443489,6.6,79265,
The Queen,movie,"Biography, Drama",2006,tt0436697,7.3,118018,
The Talented Mr. Ripley,movie,"Crime, Drama, Thriller",1999,tt0134119,7.4,262386,
The Remains of the Day,movie,"Drama, Romance",1993,tt0107943,7.8,89199,
Hannibal Rising,movie,"Adventure, Crime, Drama",2007,tt0367959,6.1,119453,
Hollywoodland,movie,"Biography, Crime, Drama",2006,tt0427969,6.5,36659,
Letters from Iwo Jima,movie,"Action, Adventure, Drama",2006,tt0498380,7.8,174235,
Lonely Hearts,movie,"Biography, Crime, Drama",2006,tt0441774,6.4,22832,
The Host,movie,"Drama, Horror, Sci-Fi",2006,tt0468492,7.1,139101,
Because I Said So,movie,"Comedy, Romance",2007,tt0490084,5.6,41189,
American Psycho,movie,"Crime, Drama, Horror",2000,tt0144084,7.6,786061,
Rocky,movie,"Drama, Sport",1976,tt0075148,8.1,663379,
First Blood,movie,"Action, Adventure, Thriller",1982,tt0083944,7.7,290799,
Rambo: First Blood Part II,movie,"Action, Adventure, Thriller",1985,tt0089880,6.5,190430,
Rambo III,movie,"Action, Adventure, Thriller",1988,tt0095956,5.8,145665,
Houseboat,movie,"Comedy, Drama, Family",1958,tt0051745,6.6,10149,
The Fountain,movie,"Drama, Mystery, Romance",2006,tt0414993,7.1,253916,
Me and You and Everyone We Know,movie,"Comedy, Drama",2005,tt0415978,7.2,38160,
Out of Sight,movie,"Comedy, Crime, Drama",1998,tt0120780,7,103342,
Duel at Diablo,movie,"Drama, Thriller, Western",1966,tt0060355,6.5,4645,
City Slickers,movie,"Comedy, Western",1991,tt0101587,6.8,65936,
Pan's Labyrinth,movie,"Drama, Fantasy, War",2006,tt0457430,8.2,727412,
Perfume: The Story of a Murderer,movie,"Crime, Drama, Fantasy",2006,tt0396171,7.5,273704,
Once Upon a Time in Mexico,movie,"Action, Crime, Thriller",2003,tt0285823,6.3,173984,
The Contract,movie,"Action, Crime, Drama",2006,tt0445946,5.6,26778,
The Virgin Suicides,movie,"Drama, Romance",1999,tt0159097,7.2,180022,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,movie,"Action, Adventure, Comedy",1991,tt0103060,6,62842,
Teenage Mutant Ninja Turtles,movie,"Action, Adventure, Comedy",1990,tt0100758,6.8,108999,
Teenage Mutant Ninja Turtles III,movie,"Action, Adventure, Comedy",1993,tt0108308,4.8,37635,
Changing Lanes,movie,"Drama, Thriller",2002,tt0264472,6.5,76719,
Collateral,movie,"Action, Crime, Drama",2004,tt0369339,7.5,452112,
Thelma & Louise,movie,"Adventure, Crime, Drama",1991,tt0103074,7.6,184900,
Ghost World,movie,"Comedy, Drama",2001,tt0162346,7.3,130098,
Flatliners,movie,"Drama, Horror, Sci-Fi",1990,tt0099582,6.6,96568,
Down by Law,movie,"Comedy, Crime, Drama",1986,tt0090967,7.6,57288,
Chicago,movie,"Comedy, Crime, Musical",2002,tt0299658,7.2,250966,
Resident Evil,movie,"Action, Horror, Sci-Fi",2002,tt0120804,6.6,300627,
Raging Bull,movie,"Biography, Drama, Sport",1980,tt0081398,8.1,397412,
The Holiday,movie,"Comedy, Romance",2006,tt0457939,7,349944,
Lammbock,movie,"Comedy, Crime",2001,tt0258760,7.2,12188,
School of Rock,movie,"Comedy, Music",2003,tt0332379,7.2,346626,
What's Eating Gilbert Grape,movie,Drama,1993,tt0108550,7.7,262765,
Bring It On,movie,"Comedy, Romance, Sport",2000,tt0204946,6.2,110635,
Primal Fear,movie,"Crime, Drama, Mystery",1996,tt0117381,7.7,264001,
A Shot in the Dark,movie,"Comedy, Crime, Mystery",1964,tt0058586,7.3,32607,
Meet the Parents,movie,"Comedy, Romance",2000,tt0212338,7,369242,
Cape Fear,movie,"Crime, Drama, Thriller",1991,tt0101540,7.3,227897,
The Double Life of Véronique,movie,"Drama, Fantasy, Music",1991,tt0101765,7.6,55428,
A Bronx Tale,movie,"Crime, Drama",1993,tt0106489,7.8,174165,
Still Crazy,movie,"Comedy, Drama, Music",1998,tt0149151,7,9192,
The Way of the Gun,movie,"Action, Crime, Drama",2000,tt0202677,6.6,36347,
Hitman,movie,"Action, Crime, Thriller",2007,tt0465494,6.2,183557,
Liar Liar,movie,"Comedy, Fantasy",1997,tt0119528,6.9,351711,
Jules and Jim,movie,"Drama, Romance",1962,tt0055032,7.7,45992,
The People vs. Larry Flynt,movie,"Biography, Drama",1996,tt0117318,7.3,103719,
Mississippi Burning,movie,"Crime, Drama, Mystery",1988,tt0095647,7.8,122048,
The Island,movie,"Action, Sci-Fi, Thriller",2005,tt0399201,6.8,335004,
Speed 2: Cruise Control,movie,"Action, Adventure, Crime",1997,tt0120179,4,88509,
Forces of Nature,movie,"Comedy, Romance",1999,tt0141098,5.5,36812,
The Net,movie,"Action, Crime, Drama",1995,tt0113957,6,77630,
Freedom Writers,movie,"Biography, Crime, Drama",2007,tt0463998,7.6,90033,
Bill & Ted's Excellent Adventure,movie,"Adventure, Comedy, Music",1989,tt0096928,6.9,146337,
00 Schneider - Jagd auf Nihil Baxter,movie,Comedy,1994,tt0109000,6.9,2731,
The Legend of Zorro,movie,"Action, Adventure, Romance",2005,tt0386140,6,111759,
Texas - Doc Snyder hält die Welt in Atem,movie,"Comedy, Western",1993,tt0108317,6.6,2615,
Small Change,movie,"Comedy, Drama",1976,tt0074152,7.6,6736,
The Bridge,movie,"Documentary, Drama",2006,tt0799954,7.2,12569,
The Hunt for Red October,movie,"Action, Adventure, Thriller",1990,tt0099810,7.5,223680,
Ray,movie,"Biography, Drama, Music",2004,tt0350258,7.7,161887,
Godzilla,movie,"Horror, Sci-Fi",1954,tt0047034,7.6,43351,
Godzilla Raids Again,movie,"Action, Horror, Sci-Fi",1955,tt0048127,5.7,9187,
Mothra vs. Godzilla,movie,"Adventure, Fantasy, Sci-Fi",1964,tt0058379,6.5,11169,
Little Buddha,movie,Drama,1993,tt0107426,6.1,18679,
Hostel,movie,Horror,2005,tt0450278,5.9,199043,
Hostel: Part II,movie,Horror,2007,tt0498353,5.5,99640,
The Devil's Rejects,movie,"Crime, Drama, Horror",2005,tt0395584,6.7,108935,
Copycat,movie,"Drama, Mystery, Thriller",1995,tt0112722,6.6,74878,
The Last Metro,movie,"Drama, Romance, War",1980,tt0080610,7.3,16520,
The Soft Skin,movie,"Drama, Romance",1964,tt0058458,7.5,8822,
Bird on a Wire,movie,"Action, Comedy, Crime",1990,tt0099141,6,49650,
Inland Empire,movie,"Drama, Fantasy, Mystery",2006,tt0460829,6.8,66521,
The Mummy Returns,movie,"Action, Adventure, Fantasy",2001,tt0209163,6.4,358794,
An Inconvenient Truth,movie,Documentary,2006,tt0497116,7.4,86260,
Afterwards,movie,"Drama, Mystery, Thriller",2008,tt0940580,5.7,4222,
May Fools,movie,"Comedy, Romance",1990,tt0097884,7.2,3558,
Footloose,movie,"Drama, Music, Romance",1984,tt0087277,6.6,98546,
The Ceremony,movie,"Crime, Drama, Thriller",1995,tt0112769,7.5,14711,
Angel,movie,"Action, Crime, Thriller",1984,tt0086896,5.8,5131,
Shoot the Piano Player,movie,"Crime, Drama, Thriller",1960,tt0054389,7.4,21420,
In My Skin,movie,"Drama, Horror",2002,tt0337961,6.2,6015,
World Trade Center,movie,"Drama, History, Thriller",2006,tt0469641,6,89781,
Transformers,movie,"Action, Adventure, Sci-Fi",2007,tt0418279,7.1,699436,
Fantomas Unleashed,movie,"Adventure, Comedy, Crime",1965,tt0059168,6.8,8838,
Fantomas,movie,"Adventure, Comedy, Crime",1964,tt0058089,6.9,12969,
Fantomas vs. Scotland Yard,movie,"Adventure, Comedy, Crime",1967,tt0060400,6.7,8405,
The Karate Kid,movie,"Action, Drama, Family",1984,tt0087538,7.3,261330,
The Fortune Cookie,movie,"Comedy, Romance",1966,tt0060424,7.2,16453,
Children of a Lesser God,movie,"Drama, Romance",1986,tt0090830,7.2,19479,
Traffic,movie,"Crime, Drama, Thriller",2000,tt0181865,7.5,225722,
Open Your Eyes,movie,"Drama, Mystery, Sci-Fi",1997,tt0125659,7.7,75480,
Vanilla Sky,movie,"Fantasy, Mystery, Romance",2001,tt0259711,6.9,296973,
Inherit the Wind,movie,"Biography, Drama, History",1960,tt0053946,8.1,34421,
Away from Her,movie,Drama,2006,tt0491747,7.5,23484,
Crime of Passion,movie,"Crime, Drama, Film-Noir",1956,tt0050271,6.4,3301,
Twin Peaks: Fire Walk with Me,movie,"Drama, Horror, Mystery",1992,tt0105665,7.3,113471,
Hulk,movie,"Action, Sci-Fi",2003,tt0286716,5.6,286693,
The Amazing Spider-Man,movie,"Action, Sci-Fi",2012,tt0948470,6.9,736590,
The Others,movie,"Horror, Mystery, Thriller",2001,tt0230600,7.6,411925,
Exodus,movie,"Action, Drama, War",1960,tt0053804,6.7,12207,
An Unfinished Life,movie,"Drama, Family, Romance",2005,tt0350261,7,35044,
Crank,movie,"Action, Crime, Thriller",2006,tt0479884,6.9,272172,
Zodiac,movie,"Crime, Drama, Mystery",2007,tt0443706,7.7,639412,
The Elephant Man,movie,"Biography, Drama",1980,tt0080678,8.2,274231,
Gerry,movie,"Adventure, Drama, Mystery",2002,tt0302674,6,20314,
Enough,movie,"Crime, Drama, Thriller",2002,tt0278435,5.8,49904,
8 Women,movie,"Comedy, Crime, Musical",2002,tt0283832,7,35426,
Fools Rush In,movie,"Comedy, Drama, Romance",1997,tt0119141,6.1,40914,
The Constant Gardener,movie,"Drama, Mystery, Romance",2005,tt0387131,7.3,153020,
A Mighty Heart,movie,"Biography, Drama, History",2007,tt0829459,6.6,28563,
My Blueberry Nights,movie,"Drama, Romance",2007,tt0765120,6.6,57882,
Death Proof,movie,"Drama, Thriller",2007,tt1028528,7,325525,
Planet Terror,movie,"Action, Comedy, Horror",2007,tt1077258,7,229206,
Two Brothers,movie,"Adventure, Drama, Family",2004,tt0338512,7,16327,
"Aguirre, the Wrath of God",movie,"Action, Adventure, Biography",1972,tt0068182,7.8,65576,
We Own the Night,movie,"Crime, Drama, Thriller",2007,tt0498399,6.8,95189,
Persepolis,movie,"Animation, Biography, Drama",2007,tt0808417,8,103284,
Hard Target,movie,"Action, Crime, Thriller",1993,tt0107076,6.2,59418,
Hostage,movie,"Action, Crime, Drama",2005,tt0340163,6.5,115119,
Along Came a Spider,movie,"Crime, Drama, Mystery",2001,tt0164334,6.4,99520,
The Gift,movie,"Drama, Fantasy, Horror",2000,tt0219699,6.7,78363,
Pusher,movie,"Crime, Thriller",1996,tt0117407,7.3,48076,
Shattered,movie,"Crime, Drama, Mystery",1991,tt0102900,6.5,12162,
Cutaway,movie,"Action, Crime",2000,tt0211792,5.2,1834,
Desert Saints,movie,"Action, Romance, Thriller",2002,tt0167116,6,3555,
Raw Deal,movie,"Action, Crime, Thriller",1986,tt0091828,5.6,39677,
The Last Castle,movie,"Action, Drama, Thriller",2001,tt0272020,6.9,87822,
Solar Crisis,movie,"Sci-Fi, Thriller",1990,tt0100649,4.1,2201,
American Pie,movie,Comedy,1999,tt0163651,7,453662,
The Breakfast Club,movie,"Comedy, Drama",1985,tt0088847,7.8,459298,
Out of Time,movie,"Crime, Drama, Mystery",2003,tt0313443,6.5,69002,
Days of Thunder,movie,"Action, Drama, Sport",1990,tt0099371,6.1,100956,
"Me, Myself & Irene",movie,Comedy,2000,tt0183505,6.6,259660,
Cop Land,movie,"Crime, Drama, Thriller",1997,tt0118887,7,111766,
The Cotton Club,movie,"Crime, Drama, Music",1984,tt0087089,6.6,20542,
Breakdown,movie,"Action, Crime, Drama",1997,tt0118771,7,66306,
Liberty Stands Still,movie,"Action, Drama, Thriller",2002,tt0280870,5.7,8240,
Wet Hot American Summer,movie,"Comedy, Romance",2001,tt0243655,6.5,62316,
Alice in the Cities,movie,Drama,1974,tt0069687,7.8,14379,
16 Blocks,movie,"Action, Drama, Thriller",2006,tt0450232,6.6,136909,
The Legend of Paul and Paula,movie,"Comedy, Drama, Romance",1973,tt0070299,6.8,1311,
Malice,movie,"Crime, Mystery, Thriller",1993,tt0107497,6.5,29485,
Unfaithful,movie,"Drama, Romance, Thriller",2002,tt0250797,6.7,103680,
Eastern Promises,movie,"Crime, Drama, Thriller",2007,tt0765443,7.6,271397,
Veronika Voss,movie,Drama,1982,tt0084654,7.6,8101,
Music Box,movie,"Crime, Drama, Thriller",1989,tt0100211,7.4,9400,
Stardust,movie,"Adventure, Fantasy, Romance",2007,tt0486655,7.6,293044,
The General's Daughter,movie,"Crime, Drama, Mystery",1999,tt0144214,6.4,66455,
Cold Mountain,movie,"Adventure, Drama, Romance",2003,tt0159365,7.2,161038,
The Light,movie,"Drama, Romance",2004,tt0388562,7,1672,
Beowulf,movie,"Action, Adventure, Animation",2007,tt0442933,6.3,177652,
Prime,movie,"Comedy, Drama, Romance",2005,tt0387514,6.2,42736,
The Dust Factory,movie,"Drama, Family, Fantasy",2004,tt0329030,5.8,1766,
Married to the Mob,movie,"Comedy, Crime, Romance",1988,tt0095593,6.2,20954,
Field of Dreams,movie,"Drama, Family, Fantasy",1989,tt0097351,7.5,134834,
10 Items or Less,movie,"Comedy, Drama",2006,tt0499603,6.5,16725,
The Bear,movie,"Adventure, Drama, Family",1988,tt0095800,7.7,19806,
Joint Security Area,movie,"Action, Drama, Thriller",2000,tt0260991,7.7,36645,
Harley Davidson and the Marlboro Man,movie,"Action, Crime, Drama",1991,tt0102005,6.1,24156,
Confidentially Yours,movie,"Comedy, Crime, Mystery",1983,tt0086551,7.2,7860,
Belle Epoque,movie,"Comedy, Drama, Romance",1992,tt0103791,7.1,11878,
The Bourne Supremacy,movie,"Action, Thriller",2004,tt0372183,7.7,501562,
The Bourne Ultimatum,movie,"Action, Mystery, Thriller",2007,tt0440963,8,672877,
Nobody Knows,movie,Drama,2004,tt0408664,8,33741,
Spanglish,movie,"Comedy, Drama, Romance",2004,tt0371246,6.4,90953,
Zazie in the Metro,movie,"Comedy, Fantasy",1960,tt0054494,6.9,7099,
Time to Leave,movie,Drama,2005,tt0417189,7.1,9419,
The Aviator,movie,"Biography, Drama",2004,tt0338751,7.5,396420,
Code 46,movie,"Drama, Romance, Sci-Fi",2003,tt0345061,6.1,21517,
"Planes, Trains & Automobiles",movie,"Comedy, Drama",1987,tt0093748,7.6,170791,
Uncle Buck,movie,Comedy,1989,tt0098554,7.1,115109,
The Great Outdoors,movie,Comedy,1988,tt0095253,6.6,54426,
An Officer and a Gentleman,movie,"Drama, Romance",1982,tt0084434,7.1,65553,
The Mothman Prophecies,movie,"Drama, Horror, Mystery",2002,tt0265349,6.4,87466,
Heathers,movie,"Comedy, Crime",1989,tt0097493,7.1,123005,
The Game,movie,"Drama, Mystery, Thriller",1997,tt0119174,7.7,454852,
What Lies Beneath,movie,"Drama, Horror, Mystery",2000,tt0161081,6.6,141076,
House of 1000 Corpses,movie,Horror,2003,tt0251736,6,97542,
The Blair Witch Project,movie,"Horror, Mystery",1999,tt0185937,6.5,303640,
Sleepy Hollow,movie,"Fantasy, Horror, Mystery",1999,tt0162661,7.3,400788,
The Ring,movie,"Horror, Mystery",1998,tt0178868,7.2,82322,
Evan Almighty,movie,"Comedy, Family, Fantasy",2007,tt0413099,5.4,159619,
Indochine,movie,"Drama, Romance, War",1992,tt0104507,7,11412,
Journey to Italy,movie,"Drama, Romance",1954,tt0046511,7.3,13223,
40 Days and 40 Nights,movie,"Comedy, Romance",2002,tt0243736,5.6,77425,
Addams Family Values,movie,"Comedy, Fantasy",1993,tt0106220,6.8,117558,
The Lovers on the Bridge,movie,"Drama, Romance",1991,tt0101318,7.6,16356,
American Pie 2,movie,Comedy,2001,tt0252866,6.5,280014,
Pierrot le Fou,movie,"Crime, Drama, Romance",1965,tt0059592,7.4,38975,
Pitch Black,movie,"Horror, Sci-Fi, Thriller",2000,tt0134847,7,259727,
Reality Bites,movie,"Comedy, Drama, Romance",1994,tt0110950,6.6,55977,
The Chronicles of Riddick,movie,"Action, Adventure, Sci-Fi",2004,tt0296572,6.6,248160,
The Chronicles of Riddick: Dark Fury,movie,"Action, Animation, Sci-Fi",2004,tt0407658,6.5,12458,
Identity,movie,"Mystery, Thriller",2003,tt0309698,7.3,281414,
Claire's Knee,movie,"Drama, Romance",1970,tt0065772,7.5,13150,
A Good Marriage,movie,"Comedy, Drama, Romance",1982,tt0082053,7,3950,
Backdraft,movie,"Action, Drama, Mystery",1991,tt0101393,6.7,91264,
The First Wives Club,movie,Comedy,1996,tt0116313,6.5,56887,
The Trial,movie,"Drama, Mystery, Thriller",1962,tt0057427,7.6,25820,
Flesh for Frankenstein,movie,"Horror, Sci-Fi",1973,tt0071508,5.8,7387,
Frankenstein,movie,"Crime, Horror, Mystery",2004,tt0397430,4.5,2139,
Modern Times,movie,"Comedy, Drama, Romance",1936,tt0027977,8.5,274577,
Red River,movie,"Drama, Western",1948,tt0040724,7.7,36486,
Destroy All Monsters,movie,"Action, Sci-Fi, Thriller",1968,tt0063172,6.4,8311,
The Night of the Hunter,movie,"Crime, Drama, Film-Noir",1955,tt0048424,8,103059,
Gangs of New York,movie,"Crime, Drama",2002,tt0217505,7.5,490184,
Bad Company,movie,"Action, Comedy, Thriller",2002,tt0280486,5.6,51242,
Bandits,movie,"Action, Comedy, Crime",2001,tt0219965,6.5,72854,
Beavis and Butt-Head Do America,movie,"Adventure, Animation, Comedy",1996,tt0115641,6.8,61892,
The Things of Life,movie,"Drama, Romance",1970,tt0064165,7.4,5957,
Cesar & Rosalie,movie,"Drama, Romance",1972,tt0068441,7.3,4086,
Mr. Brooks,movie,"Crime, Drama, Mystery",2007,tt0780571,7.2,160989,
The Train,movie,"Action, Thriller, War",1964,tt0059825,7.8,20710,
88 Minutes,movie,"Crime, Drama, Mystery",2007,tt0411061,5.9,79585,
Don't Come Knocking,movie,"Drama, Music",2005,tt0377800,6.6,8114,
Bagdad Cafe,movie,"Comedy, Drama",1987,tt0095801,7.4,16088,
After the Wedding,movie,Drama,2006,tt0457655,7.6,38496,
I Now Pronounce You Chuck & Larry,movie,"Comedy, Romance",2007,tt0762107,5.9,158027,
Emma,movie,"Comedy, Drama, Romance",1996,tt0116191,6.6,43162,
Black Sheep,movie,"Comedy, Horror, Sci-Fi",2006,tt0779982,5.8,42861,
Girl with a Pearl Earring,movie,"Biography, Drama, Romance",2003,tt0335119,6.9,84364,
What's New Pussycat,movie,Comedy,1965,tt0059903,6.1,11547,
54,movie,"Drama, Music",1998,tt0120577,5.9,35206,
Flags of Our Fathers,movie,"Action, Adventure, Drama",2006,tt0418689,7.1,132295,
Onibaba,movie,"Drama, Horror, Thriller",1964,tt0058430,7.9,24142,
Throne of Blood,movie,Drama,1957,tt0050613,8,58369,
Red Beard,movie,Drama,1965,tt0058888,8.3,22444,
Ikiru,movie,Drama,1952,tt0044741,8.3,97247,
Frankie and Johnny,movie,"Comedy, Drama, Romance",1991,tt0101912,6.7,36488,
Things We Lost in the Fire,movie,Drama,2007,tt0469623,7.1,30273,
Team America: World Police,movie,"Action, Comedy",2004,tt0372588,7.2,182674,
Last Year at Marienbad,movie,"Drama, Mystery, Romance",1961,tt0054632,7.6,26180,
Law of Desire,movie,"Comedy, Drama, Thriller",1987,tt0093412,7.1,14902,
Black Rain,movie,"Action, Crime, Drama",1989,tt0096933,6.6,62376,
The Transporter,movie,"Action, Crime, Thriller",2002,tt0293662,6.8,331502,
Road to Perdition,movie,"Crime, Drama, Thriller",2002,tt0257044,7.7,294290,
Revolutionary Road,movie,"Drama, Romance",2008,tt0959337,7.3,230867,
Friends,movie,"Drama, Romance",1971,tt0067118,6.5,1191,
Stromboli,movie,Drama,1950,tt0041931,7.2,8497,
Murder on the Orient Express,movie,"Crime, Drama, Mystery",1974,tt0071877,7.2,72375,
Death on the Nile,movie,"Crime, Drama, Mystery",1978,tt0077413,7.3,42553,
Evil Under the Sun,movie,"Crime, Drama, Mystery",1982,tt0083908,7,22561,
Women on the Verge of a Nervous Breakdown,movie,"Comedy, Drama",1988,tt0095675,7.5,49008,
Scream,movie,"Horror, Mystery",1996,tt0117571,7.4,419989,
Scream 2,movie,"Horror, Mystery",1997,tt0120082,6.3,223921,
Scream 3,movie,"Horror, Mystery",2000,tt0134084,5.7,174768,
Scary Movie,movie,Comedy,2000,tt0175142,6.3,304992,
Scary Movie 2,movie,"Comedy, Horror",2001,tt0257106,5.4,183995,
Scary Movie 3,movie,Comedy,2003,tt0306047,5.6,165192,
Scary Movie V,movie,Comedy,2013,tt0795461,3.6,80606,
The Innocent,movie,"Drama, Romance",1976,tt0074686,7.4,4608,
The Final Terror,movie,Horror,1983,tt0082379,5.2,4132,
The Flower of My Secret,movie,"Comedy, Drama",1995,tt0113083,7,13417,
Atonement,movie,"Drama, Mystery, Romance",2007,tt0783233,7.8,316103,
Pride & Prejudice,movie,"Drama, Romance",2005,tt0414387,7.8,356999,
The Kingdom,movie,"Action, Drama, Thriller",2007,tt0431197,7,135316,
Shall We Dance?,movie,"Comedy, Drama, Music",2004,tt0358135,6.2,51337,
Seabiscuit,movie,"Drama, History, Sport",2003,tt0329575,7.3,78683,
Indecent Proposal,movie,"Drama, Romance",1993,tt0107211,6,82826,
Manon of the Spring,movie,Drama,1986,tt0091480,8,24965,
Friday the 13th,movie,"Horror, Mystery, Thriller",1980,tt0080761,6.4,167772,
Arrebato,movie,"Drama, Fantasy, Horror",1979,tt0078797,6.8,3727,
The Executioner,movie,"Comedy, Drama",1963,tt0057643,7.9,7818,
30 Days of Night,movie,"Horror, Thriller",2007,tt0389722,6.6,196141,
Lions for Lambs,movie,"Crime, Drama, Mystery",2007,tt0891527,6.2,54551,
Elizabeth: The Golden Age,movie,"Biography, Drama, History",2007,tt0414055,6.8,77021,
Elizabeth,movie,"Biography, Drama, History",1998,tt0127536,7.4,108353,
Conversations with My Gardener,movie,"Comedy, Drama",2007,tt0825244,7.1,3898,
The Darjeeling Limited,movie,"Adventure, Comedy, Drama",2007,tt0838221,7.2,225167,
Monty Python's the Meaning of Life,movie,"Comedy, Musical",1983,tt0085959,7.5,127987,
Lady Vengeance,movie,"Crime, Drama, Thriller",2005,tt0451094,7.5,89698,
Be Cool,movie,"Comedy, Crime, Music",2005,tt0377471,5.6,73933,
A Tale of Two Sisters,movie,"Drama, Horror, Mystery",2003,tt0365376,7.1,71675,
The Machinist,movie,"Drama, Thriller",2004,tt0361862,7.6,430873,
Orpheus,movie,"Drama, Fantasy, Romance",1950,tt0041719,7.8,14050,
