ID	Gender	Age	Org_type	Role	info_work	info_org	info_vision	info_change	info_intracomm	info_mgmttrust	info_mgmttocow	info_cowtomgmt	org_openmind	org_intracommtrust	org_participation	org_gossip	org_discuss_mediaimage	org_discuss_news	org_discuss_meetings	org_email	org_discuss_socmedia	org_discuss_consumer	cow_com_dialogue	cow_com_criticism	cow_com_feedback	cow_com_checkinfo	cow_com_speakwell	rarversioncow_com_responsibility	extcomm	femcomm_performance	femcomm_mgmt	femcomm_opportunity	femcomm_support	femcomm_barriers	publicimage_competence	publicImage_responsibility	publicImage_openess	publicImage_efficiency	publicImage_credibility	publicImage_visibility	stakeholderimage_competence	stakeholderimage_responsibility	stakeholmderimage_openess	stakeholderimage_efficiency	stakeholderimage_credibility	stakeholderimage_visibility	mediaimage_correct	mediaimage_fair	mediaimage_nuance	socialmediaimage_correct	socialmediaimage_fair	socialmediaimage_nuance	mediaimage_feeling	mediaimage_workeffect	mediaimage_importance	mediaimage_reactions	mediaimage_fakenews
69	Female	1970.0	Private	Coworker	4.0	4.0	3.0	5.0	4.0	4.0			3.0	5.0	5.0	3.0	4.0	4.0	3.0	3.0	3.0	4.0	5.0	4.0	4.0	4.0	5.0	5.0	5.0						4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0							3.0	3.0	3.0	2.0	
70	Male	1963.0	Private	Coworker	4.0	5.0	5.0	5.0	5.0	5.0		1.0	5.0	5.0	5.0	1.0	4.0	4.0	5.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	5.0						5.0	4.0	1.0	1.0	5.0	2.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0				4.0	4.0	5.0	4.0	4.0
71	Male	1971.0	Private	Manager	5.0	5.0	5.0	5.0	5.0	5.0	3.0	1.0	5.0	5.0	5.0	4.0	3.0	4.0	5.0	5.0	3.0	4.0							4.0						5.0	5.0	2.0	3.0	4.0	5.0	5.0		4.0	4.0		5.0	4.0	4.0	4.0				5.0	3.0	5.0	5.0	4.0
72	Female	1969.0	Private	Manager	4.0	4.0	5.0	4.0	2.0	5.0	3.0	3.0	2.0	4.0	2.0	4.0	4.0	4.0	1.0	3.0	2.0	4.0							5.0						5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0		4.0	4.0	4.0	4.0				4.0	2.0	5.0	5.0	5.0
73	Male	1975.0	Private	Coworker	5.0	4.0	4.0	5.0	2.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	1.0	2.0	4.0	4.0	4.0	5.0	4.0	2.0	3.0						5.0		2.0	2.0	2.0	2.0	5.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	5.0
74	Male	1965.0	Private	Coworker	4.0	4.0	4.0	3.0	3.0	5.0	3.0	3.0	5.0	4.0	4.0	1.0	4.0	4.0	2.0	5.0	4.0		4.0	4.0	4.0	4.0	5.0	4.0	4.0						5.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0				4.0	4.0	3.0	1.0	3.0
75	Female	1980.0	Private	Coworker	5.0	5.0	4.0	5.0	4.0	5.0			5.0	5.0	5.0	4.0	5.0	4.0	2.0	1.0	2.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0						5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	3.0	4.0	4.0	4.0				4.0	2.0	5.0	3.0	5.0
76	Female	1968.0	Private	Manager	4.0	4.0	3.0	3.0	4.0	4.0	2.0	2.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	3.0	4.0							4.0						5.0	4.0	4.0	2.0	4.0	4.0	5.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	4.0	3.0	4.0	4.0	5.0
77	Male	1951.0	Private	Coworker	4.0	4.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0	2.0	2.0	2.0	4.0	5.0	5.0	4.0	5.0	4.0	4.0	5.0						3.0	3.0	3.0	3.0	3.0	3.0	5.0	5.0	4.0	4.0	5.0	4.0	2.0	2.0	2.0				2.0	3.0	4.0	3.0	5.0
78	Male	1969.0	Private	Coworker	4.0	4.0	4.0	2.0	2.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	5.0	4.0	3.0	3.0	1.0	4.0	4.0	5.0	4.0	5.0	5.0	2.0	4.0						5.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0					2.0	3.0	5.0	4.0	5.0
79	Female	1973.0	Private	Coworker	4.0	2.0	1.0	2.0	2.0	4.0	5.0	3.0	4.0	5.0	5.0	4.0	3.0	3.0	2.0	1.0	1.0	3.0	4.0	5.0	5.0	5.0	4.0	1.0	4.0						4.0	4.0	2.0	2.0	4.0	5.0	4.0	4.0	1.0	2.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	5.0	5.0	3.0	5.0
80	Male	1971.0	Private	Manager	3.0	2.0	3.0	2.0	1.0	2.0	5.0	5.0	1.0	3.0	3.0	4.0	2.0	3.0	4.0	2.0	1.0	2.0							2.0						4.0	3.0	1.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0				2.0	2.0	4.0	3.0	5.0
81	Female	1978.0	Private	Coworker	4.0	3.0	3.0	2.0	2.0	3.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0						5.0	4.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	5.0	4.0	4.0
82	Male	1955.0	Private	Coworker	5.0	5.0	5.0	5.0	5.0	5.0			3.0	5.0	5.0	4.0	5.0	5.0	3.0	5.0		5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0				4.0	4.0	5.0	4.0	5.0
83	Male	1955.0	Private	Coworker	5.0	5.0	3.0	4.0	3.0	5.0	1.0	1.0	4.0	5.0	4.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	4.0	4.0	5.0	5.0	3.0	4.0						5.0	5.0		5.0	5.0	5.0	5.0	5.0	5.0		5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	3.0	3.0	4.0	4.0
84	Female	1968.0	Private	Manager	3.0	4.0	4.0	4.0	2.0	4.0	2.0	5.0	2.0	4.0	2.0	4.0	4.0	2.0	3.0	3.0	3.0	3.0							4.0						5.0	5.0	2.0	1.0	5.0	4.0	5.0	5.0	3.0	1.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	5.0	5.0	5.0
85	Female	1968.0	Private	Coworker	2.0	2.0	5.0	4.0	3.0	5.0	4.0		4.0	5.0	5.0	3.0	2.0	3.0	1.0	1.0	1.0	4.0	4.0	5.0	4.0	5.0	4.0	5.0							5.0	5.0	2.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	3.0	5.0	5.0	3.0	5.0			3.0	4.0	4.0	3.0	5.0
86	Female	1986.0	Private	Coworker	2.0	4.0	5.0	4.0	1.0	4.0	4.0	5.0	2.0	5.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0						5.0	5.0	4.0	1.0	4.0	2.0							4.0	2.0	2.0				2.0	2.0	5.0	2.0	3.0
87	Male	1968.0	Private	Coworker	4.0	4.0	4.0	4.0	3.0	5.0			5.0	4.0	4.0	2.0	2.0	3.0	3.0	4.0	2.0	3.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0						5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0				3.0	3.0	4.0	3.0	5.0
88	Male	1959.0	Private	Coworker	5.0	5.0	4.0	5.0	4.0	4.0		5.0	4.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0	4.0	4.0	5.0	4.0	5.0	4.0	5.0							5.0	4.0	4.0	4.0	2.0	3.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0				3.0	3.0	5.0	3.0	4.0
89	Female	1969.0	Private	Coworker	5.0	4.0	4.0	4.0	4.0	5.0			4.0	4.0	5.0		5.0	5.0	3.0	5.0		5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	2.0	4.0
90	Female	1987.0	Private	Coworker	2.0	2.0	4.0	4.0	2.0	4.0	5.0	2.0	3.0	4.0	2.0	5.0	4.0	2.0	2.0	2.0	2.0	4.0	4.0	3.0	4.0	5.0	4.0	2.0	4.0						4.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	4.0	4.0	3.0
91	Female	1954.0	Private	Coworker	5.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	5.0	5.0	5.0	1.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	1.0	4.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0		3.0	3.0	4.0	4.0
92	Male	1950.0	Private	Coworker	5.0	5.0	4.0	5.0	4.0	5.0	1.0	1.0	4.0	5.0	4.0	3.0	3.0	3.0	4.0	5.0	3.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0						5.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	5.0	2.0	4.0
93	Male	1960.0	Private	Coworker	4.0	4.0	3.0	5.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0	2.0	5.0	5.0	4.0	3.0		5.0	5.0	4.0	4.0	5.0	5.0	4.0	3.0						5.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0				4.0	3.0	5.0	5.0	5.0
94	Male	1971.0	Private	Manager	4.0	4.0	5.0	4.0	3.0	5.0	3.0	1.0	5.0	5.0	5.0	3.0	4.0	4.0	4.0	5.0	4.0	5.0							4.0						5.0	4.0	5.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0	5.0	4.0	5.0	4.0	4.0	5.0	3.0	4.0	4.0	3.0	5.0	3.0	4.0
95	Female	1972.0	Private	Communicator or equivalent 	4.0	4.0	5.0	5.0	3.0	4.0			4.0	5.0	4.0	2.0	3.0	3.0	1.0	1.0	5.0	5.0	5.0	3.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	3.0	5.0	4.0	5.0	3.0	3.0	5.0	4.0	4.0	4.0	4.0	3.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	5.0	5.0	5.0
96	Male	1975.0	Private	Coworker	4.0	5.0	5.0	4.0	3.0	4.0	2.0	1.0	5.0	5.0	5.0	2.0	4.0	3.0	2.0	2.0	1.0	3.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0	5.0
97	Male	1977.0	Private	Coworker	2.0	4.0	5.0	5.0	2.0	4.0			4.0	4.0	4.0	2.0	3.0	4.0	4.0	4.0	1.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0						4.0	5.0	2.0	3.0	4.0	4.0		5.0	4.0	4.0		5.0	2.0	2.0	2.0		2.0	2.0	2.0	3.0	2.0	4.0	4.0
98	Female	1977.0	Private	Coworker	4.0	3.0	2.0	2.0	2.0	3.0	3.0	1.0	4.0	4.0	5.0	3.0	2.0	1.0	4.0	4.0	1.0	5.0	5.0	4.0	2.0	3.0	3.0	3.0	3.0						3.0	2.0	2.0	2.0	2.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	4.0	4.0
99	Male	1951.0	Private	Coworker	5.0	4.0	4.0	3.0	4.0	5.0	1.0	1.0	5.0	5.0	4.0	1.0	4.0	4.0	3.0	3.0	1.0	1.0	5.0	5.0	4.0	4.0	4.0	1.0	3.0						5.0	4.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0				3.0	3.0	1.0	2.0	5.0
100	Female	1967.0	Private	Manager	5.0	4.0	5.0	5.0	4.0	5.0	1.0	1.0	5.0	4.0	5.0	1.0	5.0	5.0	5.0	1.0	2.0	5.0							5.0						4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	5.0	4.0	3.0	2.0	4.0	3.0	2.0	2.0	3.0	3.0	1.0	
101	Female	1973.0	Private	Manager	1.0	2.0	4.0	4.0	1.0	4.0	1.0	1.0	5.0	5.0	5.0	1.0	4.0	4.0	3.0	1.0	2.0	5.0							1.0						5.0	5.0	4.0	4.0	4.0	2.0	5.0	5.0	5.0	4.0	5.0	2.0	4.0	4.0	2.0	4.0	4.0	2.0	2.0	2.0	4.0	4.0	4.0
102	Female	1971.0	Private	Coworker	5.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	3.0	5.0	4.0	5.0	5.0	5.0	4.0						5.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0		4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	5.0
103	Female	1955.0	Private	Coworker	5.0	5.0	5.0	5.0	4.0	5.0			5.0	5.0	4.0	1.0	4.0	4.0	5.0	5.0		5.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0						5.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0				5.0	3.0	3.0	2.0	2.0
104	Male	1966.0	Private	Coworker	5.0	4.0	4.0	5.0	4.0	5.0		1.0	5.0	5.0	5.0	4.0	3.0	3.0	3.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	5.0							4.0	4.0	3.0	3.0	4.0	2.0		5.0	5.0	4.0	5.0	5.0	3.0	3.0	4.0				2.0	3.0	3.0	2.0	4.0
105	Male	1974.0	Private	Manager	4.0	4.0	3.0	3.0	4.0	4.0	4.0	1.0	3.0	4.0	5.0	2.0	4.0	3.0	5.0	5.0	1.0	3.0							4.0						5.0	5.0	2.0	4.0	4.0	5.0	5.0	5.0	2.0	5.0	4.0	5.0	5.0	2.0	2.0	2.0	3.0	3.0	4.0	3.0	5.0	3.0	5.0
106	Male	1954.0	Private	Coworker	4.0	4.0	4.0	5.0	2.0	5.0	1.0	1.0	4.0	5.0	4.0	1.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	5.0	4.0	4.0	5.0	5.0	4.0							4.0	3.0				2.0	2.0	3.0	4.0	5.0	4.0	4.0	2.0	2.0				3.0	3.0	3.0	2.0	5.0
107	Female	1979.0	Private	Manager	4.0	3.0	5.0	4.0	3.0	4.0	3.0	1.0	4.0	5.0	4.0	1.0	4.0	4.0	3.0	3.0	2.0	5.0							4.0						4.0	2.0	3.0	3.0	2.0	5.0	4.0	4.0	2.0	2.0	3.0	3.0	5.0	3.0	4.0				4.0	3.0	5.0	4.0	5.0
108	Male	1977.0	Private	Coworker	4.0	4.0	4.0	4.0	2.0	4.0	3.0	2.0	5.0	4.0	5.0	2.0	5.0	4.0	4.0	3.0	2.0	2.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	1.0	4.0	4.0
109	Female	1965.0	Private	Coworker	2.0	2.0	2.0	2.0	1.0	3.0		3.0	2.0	3.0	3.0	4.0	3.0	3.0	2.0	1.0	1.0	5.0	5.0	5.0	5.0	3.0	3.0	1.0	5.0						4.0	2.0	4.0	3.0	2.0	2.0																	
110	Female	1975.0	Private	Coworker	2.0	5.0	2.0	4.0	4.0	5.0		1.0	5.0	5.0	5.0	1.0	4.0	3.0	4.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	2.0							5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	3.0	2.0	2.0	5.0
111	Female	1977.0	Private	Coworker	4.0	4.0	5.0	4.0	4.0	4.0	1.0	1.0	5.0	5.0	5.0	1.0	3.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	4.0	4.0	3.0	4.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0		4.0	3.0	3.0	3.0	5.0
112	Male	1968.0	Private	Coworker	4.0	4.0	4.0			4.0		1.0	4.0	5.0	4.0		5.0	5.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0						5.0	5.0	4.0	5.0	4.0	2.0	5.0	5.0	4.0	5.0		2.0	4.0	4.0	4.0				2.0	2.0	4.0	4.0	5.0
113	Male	1977.0	Private	Manager	3.0	5.0	5.0	4.0	4.0	5.0	1.0	1.0	5.0	5.0	5.0	1.0	4.0	4.0	4.0	2.0	1.0	4.0							5.0						5.0	3.0	3.0	2.0	3.0	2.0	4.0	4.0	2.0	1.0	2.0	2.0	4.0	4.0	4.0				2.0	2.0		4.0	4.0
114	Male	1965.0	Private	Manager	4.0	2.0	4.0	2.0	3.0	2.0		3.0	2.0	3.0	4.0	3.0	2.0	2.0	3.0	4.0	2.0	2.0							4.0						3.0	4.0	2.0	2.0	4.0	3.0	4.0	4.0	3.0	2.0	4.0	2.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0
115	Male	1977.0	Private	Coworker									5.0	5.0	5.0	3.0	4.0	4.0	4.0	5.0	2.0		4.0	4.0	4.0	5.0	5.0	4.0	3.0						5.0	4.0	2.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	2.0				5.0	5.0		5.0	3.0	5.0	4.0	5.0
116	Male	1979.0	Private	Coworker	2.0	2.0	1.0	2.0	2.0	4.0		1.0	3.0	4.0	3.0	3.0	4.0	4.0	2.0	2.0	1.0	4.0	4.0	4.0	3.0	4.0		1.0							4.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	2.0	3.0	3.0	3.0	2.0	4.0					2.0	3.0	2.0	2.0	4.0
117	Male	1966.0	Private	Coworker	5.0	4.0	4.0	4.0	3.0	5.0	1.0	1.0	4.0	5.0	4.0	2.0	4.0	4.0	4.0	2.0	2.0	5.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0						5.0	4.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0	5.0	5.0	3.0	4.0	3.0				3.0	2.0	5.0	3.0	3.0
118	Female	1966.0	Private	Manager	5.0	4.0	5.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	5.0	3.0	4.0	4.0	3.0	2.0	1.0	4.0							5.0						5.0	5.0	3.0	4.0	4.0	4.0	5.0	5.0	2.0	4.0	5.0	5.0	4.0	3.0	3.0				3.0	3.0	3.0	4.0	5.0
119	Female	1970.0	Private	Manager	4.0	5.0	5.0	5.0	2.0	5.0	2.0	2.0	4.0	5.0	4.0		5.0	5.0	2.0	3.0	5.0	2.0							5.0						5.0	5.0	4.0	2.0	5.0	4.0	5.0	5.0	4.0	3.0	5.0	5.0	4.0	2.0	2.0	4.0	2.0	4.0	2.0	2.0	5.0	5.0	5.0
120	Female	1965.0	Private	Communicator or equivalent 	4.0	5.0	5.0	5.0	2.0	5.0	1.0	1.0	5.0	4.0	5.0	3.0	5.0	5.0	3.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	2.0	2.0	2.0				2.0	2.0	5.0	2.0	5.0
121	Male	1952.0	Private	Coworker	5.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	5.0	5.0	2.0	4.0	3.0	4.0	4.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0						5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0				4.0			3.0	3.0
122	Female	1972.0	Private	Communicator or equivalent 	4.0	3.0	3.0	4.0	1.0	4.0	4.0	4.0	1.0	4.0	2.0	5.0	5.0	5.0	3.0	3.0	5.0	3.0	3.0	5.0	4.0	5.0	4.0	5.0	5.0	3.0	3.0	2.0		3.0	4.0	4.0	2.0	3.0	2.0	2.0	4.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	5.0
123	Female	1978.0	Private	Coworker	4.0	2.0	4.0	2.0	1.0	2.0	4.0	3.0	4.0	5.0	3.0	4.0	2.0	4.0	2.0	3.0	2.0	1.0	4.0	4.0	3.0	5.0	4.0	3.0	4.0						5.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0
124	Male	1976.0	Private	Coworker	4.0	3.0		3.0	2.0	4.0	3.0	2.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	1.0	1.0	3.0	5.0	5.0	3.0	5.0	5.0	4.0	5.0						5.0	5.0	4.0	3.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	2.0	2.0				3.0	3.0	5.0	4.0	5.0
125	Female	1958.0	Private	Coworker	2.0	2.0	4.0	4.0	4.0	4.0	4.0	1.0	2.0	4.0	4.0	1.0	2.0	2.0	2.0	2.0	1.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0						5.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0		5.0	4.0	4.0	4.0	4.0				5.0	3.0	3.0	3.0	3.0
126	Female	1950.0	Private	Coworker	5.0	4.0	3.0	2.0	4.0	5.0	1.0		4.0	5.0	4.0	3.0	3.0	3.0	4.0	5.0	2.0	4.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0						5.0	4.0		5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0									5.0		5.0
127	Male	1951.0	Private	Coworker	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	5.0	5.0	5.0	4.0	4.0	3.0	3.0	3.0		3.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0						5.0	4.0	3.0	3.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0
128	Male	1955.0	Private	Coworker	4.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0	2.0	2.0	3.0	3.0	4.0	1.0	4.0	4.0	3.0	3.0	4.0	5.0	3.0	4.0						4.0	3.0	3.0	2.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	3.0				4.0	3.0	3.0	2.0	4.0
129	Male	1965.0	Private	Coworker	3.0	4.0	4.0	5.0		4.0	1.0	1.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	3.0	3.0	3.0							4.0						5.0	5.0	5.0	3.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	3.0	3.0	3.0				4.0	3.0	4.0	3.0	4.0
130	Male	1964.0	Private	Coworker	5.0	4.0	5.0	5.0	4.0	5.0			5.0	5.0	5.0		4.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0				5.0	5.0	5.0	3.0	5.0
131	Female	1969.0	Private	Manager	4.0	4.0	4.0	5.0	4.0	5.0	2.0	2.0	4.0	5.0	4.0	3.0	5.0	5.0	3.0	4.0	2.0	2.0							4.0						4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0		4.0	4.0	4.0	4.0	5.0	3.0	5.0
132	Male	1982.0	Private	Manager	5.0	5.0	5.0	5.0	4.0	5.0	1.0	2.0	5.0	5.0	4.0	4.0	3.0	4.0	4.0	2.0	1.0	5.0							5.0						5.0	5.0	3.0	3.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0				4.0	3.0	2.0	2.0	2.0	5.0	3.0	5.0
133	Male	1971.0	Private	Coworker	4.0	4.0	4.0	5.0	2.0	3.0	4.0	3.0	4.0	4.0	5.0	2.0	4.0	3.0	3.0	3.0		4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	4.0	1.0	5.0	5.0	5.0	5.0	4.0	2.0	5.0	4.0	4.0	4.0	3.0				4.0	4.0	5.0	4.0	5.0
134	Female	1980.0	Private	Coworker	4.0	2.0	4.0	2.0	2.0	4.0	2.0	2.0	2.0	5.0	4.0	2.0	5.0	4.0	3.0	4.0	3.0	5.0	5.0	5.0	5.0	4.0	5.0	4.0	5.0						5.0	4.0		4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0		4.0	4.0	4.0	5.0	5.0	5.0
135	Female	1964.0	Private	Coworker	2.0	4.0	4.0	3.0	2.0	4.0	2.0	2.0	4.0	4.0	1.0	3.0	4.0	4.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0						2.0	4.0	4.0	2.0	4.0	5.0	5.0	5.0	4.0	3.0	5.0	5.0	4.0	4.0	4.0	2.0	2.0	2.0	4.0	3.0	3.0	3.0	4.0
136	Male	1961.0	Private	Manager	4.0	4.0	5.0	5.0	4.0	5.0	3.0	2.0	5.0	5.0	5.0	1.0	5.0	5.0	3.0	5.0	2.0	5.0							5.0						4.0	5.0	4.0	4.0	3.0	5.0	4.0	5.0	3.0	4.0	4.0	5.0	4.0	3.0	4.0				4.0	3.0	3.0	2.0	5.0
137	Female	1983.0	Private	Coworker	4.0	4.0	4.0	4.0	3.0	5.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	3.0	2.0	3.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	5.0						5.0	5.0	2.0	3.0	2.0	2.0	5.0	5.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0
138	Male	1980.0	Private	Coworker	1.0	4.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	3.0	2.0	2.0	1.0	1.0	3.0	4.0	3.0	3.0	4.0	5.0	5.0	2.0						2.0	2.0	3.0	2.0	2.0	5.0	3.0	3.0	2.0	1.0	2.0	4.0	4.0	4.0	4.0								
